openalex_id,title,authors,publication_date,abstract,journal,doi,status,first_retrieved_date,last_updated_date
https://openalex.org/W4413343041,"Do Higher Tipped Minimum Wages Reduce Race, Ethnic, or Gender Earnings Gaps for Restaurant Workers?",David Neumark; Emma Wohl,2025-08-19,"ABSTRACT One of the arguments increasingly made to support large minimum wage increases is that they decrease wage or earnings gaps for minorities or women. The argument is often made with particular reference to higher tipped minimum wages for restaurant workers, because of discrimination in tipping that is immune to equal pay policy requirements. Of course, even if higher tipped minimum wages reduce hourly pay differences between groups, increases in tipped minimum wages can reduce employment or hours among restaurant workers, and these effects could differ by race and gender, so implications for hourly earnings do not necessarily extend to overall earnings. We estimate the impact of variation in tipped minimum wages—or, equivalently, tip credits—on earnings of restaurant workers (which ignores employment variation but incorporates hours variation). We find that tipped minimum wages raise hourly earnings of women, but not of Blacks or Hispanics. But tipped minimum wages generally do not raise weekly earnings for these groups (because of hours declines for women). In contrast, regular minimum wages boost hourly and weekly earnings of all three groups of restaurant workers, with the effects arising from non‐tipped workers.",Industrial Relations A Journal of Economy and Society,https://doi.org/10.1111/irel.70003,new,2025-10-24,2025-10-24T00:00:00Z
https://openalex.org/W4405696170,Employment and Distributional Effects of Greece's National Minimum Wage,Stelios Roupakias,2024-12-23,"ABSTRACT This paper explores the short‐run effects of minimum wage policies on the distribution of earnings and employment. We exploit the variation in the “bite” of the minimum wage across region‐industry cells, employing data from the Greek Labour Force Survey over the period 2015–2020. Using a Difference‐in‐Differences strategy, we estimate unconditional quantile regressions that yield economically important effects, at the bottom end of the earnings distribution. In particular, the estimated coefficients suggest a 14% and 7% rise in the wages for workers concentrated around the 10th and the 20th percentile, respectively. Importantly, we find that this does not come at the expense of disemployment effects, either at the extensive or at the intensive margin.",Labour,https://doi.org/10.1111/labr.12284,new,2025-10-24,2025-10-24T00:00:00Z
https://openalex.org/W4410405813,Effects of family income on child academic achievement: Evidence from changes in the minimum wage,Dhaval Dave; Robert Kaestner; Wei Lyu; George L. Wehby,2025-05-15,"Abstract We examine the effect of family earnings on child math and reading test scores using the minimum wage as an instrument for family earnings. We show that a higher minimum wage raises earnings significantly and that the effect of the minimum wage on family earnings varies by maternal skill. Notably, a higher minimum wage is not associated with meaningful reductions in maternal work hours and weeks worked. Overall, we find that family earnings have little effect on child achievement test scores. OLS estimates are positive, but very small. IV estimates are small and mostly statistically insignificant, but precisely enough estimated to rule out benefits exceeding 0.03 standard deviations per additional $1000 earnings.",Southern Economic Journal,https://doi.org/10.1002/soej.12777,new,2025-10-24,2025-10-24T00:00:00Z
https://openalex.org/W4415051770,Minimum Wages and Insurance within the Firm,Effrosyni Adamopoulou; Francesco Manaresi; Omar Rachedi; Emircan Yurdagul,2025-10-10,NA,Journal of Labor Economics,https://doi.org/10.1086/739080,new,2025-10-24,2025-10-24T00:00:00Z
https://openalex.org/W4412629975,Minimum wage increases and vacancies,Marianna Kudlyak; Murat Tasci; Didem Tüzemen,2025-07-01,NA,Labour Economics,https://doi.org/10.1016/j.labeco.2025.102765,new,2025-10-24,2025-10-24T00:00:00Z
https://openalex.org/W4409351318,Distributional Effects of Local Minimum Wages: A Spatial Job Search Approach,Weilong Zhang; Petra Todd,2025-04-01,NA,Journal of Labor Economics,https://doi.org/10.1086/734391,new,2025-10-24,2025-10-24T00:00:00Z
https://openalex.org/W4408596491,Why Do Labor Unions Advocate for Minimum Wage Increases?,Jeffrey Clemens; Michael R. Strain,2025-03-01,NA,Labour Economics,https://doi.org/10.1016/j.labeco.2025.102713,new,2025-10-24,2025-10-24T00:00:00Z
https://openalex.org/W4404908674,Power to Win: The Living Wage Movement in Aotearoa New Zealand,Calum Carson,2024-12-02,NA,British Journal of Industrial Relations,https://doi.org/10.1111/bjir.12865,new,2025-10-24,2025-10-24T00:00:00Z
https://openalex.org/W4404852122,Do Minimum Wage Increases Induce Changes in Work Behavior for People with Disabilities? Evidence from the AbilityOne Program,Jiyoon Kim; Michael Levere; Ellen Magenheim,2024-11-01,NA,Labour Economics,https://doi.org/10.1016/j.labeco.2024.102663,new,2025-10-24,2025-10-24T00:00:00Z
https://openalex.org/W4407380164,Politicising Commodification: European Governance and Labour Politics From the Financial Crisis to the Covid Emergency,Paul Marginson,2025-02-07,"Politicising Commodification provides a path-breaking, comprehensive and rigorous analysis of the nature and impact of the European Union's New Economic Governance (NEG) policy regime on employment relations (ER) and public service provision from its ad hoc inception in 2009, under the financial crisis, through to the Covid emergency and its immediate aftermath. It also explores the transnational collective protest actions by trade unions and social movements that the NEG and other forms of EU intervention triggered. It does so by drawing on an in-depth, three-dimensional comparison of: the two policy areas; three sectors (transport, water and healthcare); at EU level and from the vantage point of four countries (Germany, Ireland, Italy and Romania). The first part elaborates the conceptual framework and research design; the second part examines the policy prescriptions emanating from the NEG, and the transnational collective action they prompted, for the two policy areas and three sectors, and presents a compelling comparative analysis. The final part identifies changes and continuities in the NEG regime under the Covid emergency. Work on the trajectory of EU integration since the mid-1980s launch of the EU's Single Market programme has distinguished between negative, market-making and positive, market-correcting integration measures and dynamics. Erne et al. replace this well-established distinction with that between vertical (political) integration and horizontal (market) integration: whilst the character of the latter is inherently marketing-making, the former can be either market-making or market-correcting. Building on this insight, they frame vertical market-making measures as being commodifying, subjecting labour and public services to market processes, and their market-correcting counterparts as de-commodifying, protecting them from such processes. The European Union's existing mechanisms of economic and social governance, contend Erne et al., were found wanting in the face of the severe economic imbalances and associated jeopardy to Economic and Monetary Union resulting from the financial crisis. The NEG enabled the EU authorities (the Commission and the Council) to prescribe and enforce policy changes deemed economically necessary, including in fields hitherto shielded by the EU's Treaty from vertical political intervention, including collective wage bargaining. Initially, an ad hoc mechanism to govern the Memoranda of Understandings (MoUs) reached with Member States receiving financial bailouts, the NEG was formalised as an additional EU-wide instrument of governance in 2011. Its essence mimics the private governance arrangements through which transnational companies control their subsidiaries, including use of benchmarking of key performance indicators; financial awards and sanctions; and ad hoc policy prescriptions, in an ongoing annual cycle covering each member state. Unlike other modes of EU governance, 'NEG does not follow [the] logic of democratic interest intermediation. It is instead a new policymaking space at the borderline of democracy, bypassing national and European parliaments and social partners' (p. 33). Erne et al. observe that horizontal (market) integration and vertical (political) integration offer different 'crystallisation points' (p. 44) for countervailing collective action by trade unions and social movements. Vertical measures are more tangible and hence more readily politicised and contested. However, compared with the universal impacts across member states of proposed EU directives, the NEG's policy prescriptions are country specific, presenting more of an obstacle to transnational mobilisation: the NEG 'risks being a supranational regime that nationalises social conflict' (p. 50). The four countries differ in their position, core or periphery, within the EU's political economy; and their location within the policy enforcement spectrum of the NEG's regime. Under MoUs, countries are deemed subject to 'very significant' coercive power from the EU authorities; under the EU's corrective macro-economic procedure, they are subject to 'significant' coercive power; otherwise, under 'softer' EU policy and surveillance frameworks, countries are subject to 'weak' coercive power (p. 86). A mix of methods underpins the extensive European- and national-level fieldwork. For the analysis of NEG policy prescriptions, the commodification/de-commodification dichotomy is operationalised along quantitative and qualitative dimensions, contrasting curtailment or expansion of resources and marketising or de-marketising processes, respectively. For ER, the focus is on wage levels, collective wage bargaining arrangements and hiring and firing mechanisms. For public services, and the three sectors, the focus is on resource levels, governance mechanisms for service provision and citizens' access to services. Comparing the two policy areas, commodifying policy prescriptions predominate numerically and in their coercive power on both quantitative and qualitative dimensions. Prescriptions for public services point more consistently in a commodifying direction than those for ER, reflecting lesser marketizing pressures from horizontal integration on public services than ER. The pattern across sectors evidences some variation: whilst qualitative policy prescriptions are invariably commodifying–as are quantitative ones in healthcare–quantitative prescriptions in transport and water tend to be de-commodifying, tasking governments to invest in infrastructures. While the coercive power of commodifying prescriptions tends to be (very) significant, that of de-commodifying ones is weak. Across the two policy areas and three sectors, Erne et al. demonstrate that NEG policy prescriptions are driven by an 'overarching commodification policy script' (p. 297), particularly on the qualitative dimension, that is, driving forward marketisation. The finding is salient: the focus of much debate on the NEG has been on its quantitative impact (i.e., austerity). Yet, its qualitative impact is more consequential and more difficult to reverse. Drawing on their original database of transnational collective protest actions, Erne et al. find that proposed European legislation with a commodifying objective is the predominant trigger. In contrast, transnational protests triggered by NEG policy prescriptions account for under 10% of those targeted at the EU authorities post-2009–underlining the greater obstacles to cross-border mobilisation. This is attributed to the variable geography of the NEG's enforcement regime, involving markedly different degrees of coercive power between countries, as well as its nationally differentiated policy prescriptions. Inherent limitations of the NEG are identified: unlike the constituent elements of a TNC, electorates can ditch managements (i.e., governments) implementing unpopular, EU-mandated policies and elect alternative ones in their place; policy prescriptions are uneven in their impact across countries, and through time those with weak coercive powers are frequently ignored. Hence, the European authorities continued recourse to ordinary legislative initiatives (i.e., directives). These are more equal in their impact across countries, but also more open to transnational contestation. Changes to the NEG regime were instigated to meet the exigencies of the Covid emergency: the coercive macro-economic imbalance procedure was suspended, and a substantial EU-wide Recovery and Resilience Facility (RRF) was launched. The focus on country-specific policy prescriptions continued. Disbursements to countries from the RRF are conditional on their implementation, augmenting the EU authorities' coercive power. The prescriptive trajectories in the two policy areas, however, 'pointed in opposite directions' (p. 348). Public services continued to be subject to commodifying prescriptions to further marketise provision, whereas ER experienced a sharp policy turn in a de-commodifying direction. The few policy prescriptions addressing ER were de-commodifying, whilst new market-correcting legislation was enacted, notably the 2022 Adequate Minimum Wages Directive. This also promotes sectoral collective wage bargaining: paradoxically, bringing wage-setting within the scope of EU governance under the NEG regime paved the way for this substantial de-commodifying measure. Politicising Commodification stands as a likely enduring reference work on the NEG, EU governance more broadly, and (transnational) labour and social movement politics. The issue of generalisation to other country vantage points and other sectors is left open: would the perspective from one of the Visegrad or Nordic countries confirm or question (some) findings? Likewise, the outcome of taking a private service sector, such as banking, or a production sector, such as construction, as a lens? The limits of the NEG regime given the contingent nature of its enforcement powers invite questions about its future role. A product of its time, does it remain a 'fleet in waiting' offering a tool box with path-shifting potential which can be mobilised in the face of a future crisis?",British Journal of Industrial Relations,https://doi.org/10.1111/bjir.12876,new,2025-10-24,2025-10-24T00:00:00Z
https://openalex.org/W4404550820,"Labor, Management, Government, and Labor Markets: A Festschrift in Honor of Thomas A. Kochan",Robert J. Batt; Joel Cutcher‐Gershenfeld; Ann C. Frost; John Paul MacDuffie,2024-11-19,"In September 2022, former students and colleagues of Thomas A. Kochan organized a Festschrift, a “festival of writing,” to honor his impact on Industrial Relations and related fields. The Festschrift generated more than two dozen articles and commentaries in a forthcoming book, as well as the four articles featured here in the ILR Review. These articles include “A Tale of Two Locals,” focused on contrasting responses to the 2019 GM-UAW strike; “The Need for Speed,” focused on the role of employers in immigrant work visa prioritization; “Incentives to Comply with the Minimum Wage,” comparing enforcement in the United States and the United Kingdom; and “Gendered Job Search” focused on gender differences in reservation wages and job applications. The articles highlight the roles of labor, management, and government as actors in an industrial relations system. Together these articles and the additional collection in the forthcoming book exemplify Tom Kochan’s leadership in advancing industrial relations theory, policy, and practice.",ILR Review,https://doi.org/10.1177/00197939241293730,new,2025-10-24,2025-10-24T00:00:00Z
https://openalex.org/W4413498104,The Representativeness of the Annual Survey of Hours and Earnings and Its Implications for UK Wage Policy,John Forth; Alex Bryson; Van Phan; Felix Ritchie; Carl Singleton; Lucy Stokes; Damian Whittard,2025-08-25,"ABSTRACT The Annual Survey of Hours and Earnings (ASHE) is based on an annual 1% sample of employee jobs and provides many of the UK's official earnings statistics. These statistics are produced using official weights designed to make the achieved sample in each year representative of the population of employee jobs in Britain by gender, age, occupation and region. However, we show that jobs in small, young, private‐sector organisations remain significantly under‐represented after applying these weights. To address this issue, we develop new weights and demonstrate their importance through policy‐relevant examples. Our new estimates suggest that the bite of the National Living Wage is greater than previously reported, and the gender pay gap is wider. We conclude that a new official review of the methodology for ASHE is merited to improve the accuracy and reliability of data informing earnings analysis and research in the United Kingdom.",British Journal of Industrial Relations,https://doi.org/10.1111/bjir.70010,new,2025-10-24,2025-10-24T00:00:00Z
https://openalex.org/W4411615543,Occupational Autonomy and Wage Divergence: Evidence From European Survey Data,Thomas Rabensteiner; Alexander Guschanski,2025-06-23,"ABSTRACT Wages across occupations in Western Europe have diverged, resulting in increased wage inequality. However, existing theories such as routine‐biased technological change (RBTC) or task offshoring fail to explain this trend. We propose a new explanation based on occupational autonomy. Autonomy measures workers' control and influence over their work process based on the tasks required in an occupation. Analysing individual‐level data from the EU Survey of Income and Living Conditions, we reveal a rising autonomy wage premium, that is, higher wage growth for occupations with higher autonomy, which accurately predicts the observed occupational wage divergence. We also find that the autonomy premium increases more rapidly in countries and industries with greater employee monitoring and outsourcing, as well as in countries with declining minimum wages. These findings imply that low‐autonomy occupations have been disadvantaged by recent socioeconomic trends that have altered power relations in the workplace. Notably, our analysis does not support previous explanations for occupational wage trends based on RBTC or task offshoring.",British Journal of Industrial Relations,https://doi.org/10.1111/bjir.70003,new,2025-10-24,2025-10-24T00:00:00Z
https://openalex.org/W4406170137,Fostering Soft Skills in Active Labor Market Programs,Analía Schlosser; Yannay Shanan,2025-01-08,NA,The Journal of Human Resources,https://doi.org/10.3368/jhr.0723-13013r1,new,2025-10-24,2025-10-24T00:00:00Z
https://openalex.org/W4405392010,Concentration and mergers: evidence from Italian labor markets,Filippo Passerini,2024-12-13,"Abstract This article investigates the effects of labor market concentration on employment, job security, and wages. By constructing a flow-based index, I find that concentration is generally low across markets but varies across industries. Then, I use a Two-Stage Least Squares (TSLS) strategy based on the different exposures of industries to horizontal mergers. I find that mergers increase concentration, which in turn reduces wages by −0.14 and −0.07 and hires by −0.77 and −0.68%age points. I also find that (1) concentration does not affect the likelihood of a permanent hire but increases the probability that, when a temporary worker is renewed, the contract is again temporary; (2) men are affected by concentration only through wages, while women are less affected but also through job security; (3) estimates magnitude increases in concentration levels.",Oxford Economic Papers,https://doi.org/10.1093/oep/gpae050,new,2025-10-24,2025-10-24T00:00:00Z
